Trace
Log Plot
A.29.04,N9000B
1819.70085860998,-36.7636776405749
1847.84979742229,-38.501189179604
1876.43417195609,-40.2861051353536
1905.46071796325,-40.7972732654009
1934.93627539095,-37.9384357562037
1964.86778999347,-31.0421924334497
1995.26231496888,-29.4062747863432
2026.12701262114,-30.8155252987522
2057.46915604784,-38.851576642196
2089.29613085404,-38.9474576087787
2121.61543689268,-34.3592110043623
2154.43469003188,-33.8852734534921
2187.76162394955,-41.691094645039
2221.60409195581,-39.7318434653347
2255.97006884358,-37.674473136885
2290.86765276777,-37.5227942738795
2326.30506715363,-33.3365962179715
2362.29066263446,-34.1471831562063
2398.83291901949,-39.3011985497093
2435.94044729203,-37.8410762047989
2473.62199163862,-38.3757860844435
2511.88643150958,-37.8345475512722
2550.74278371136,-37.7951634023408
2590.20020453132,-34.7389202375234
2630.26799189538,-34.6274084918796
2670.95558755899,-34.4511217593068
2712.27257933203,-34.3166905445834
2754.22870333817,-34.8887347145378
2796.83384630908,-39.8419694141568
2840.09804791422,-36.8273426301786
2884.03150312661,-39.839081483047
2928.64456462524,-40.0661848619213
2973.94774523461,-39.8745368553507
3019.95172040202,-32.872590578474
3066.66733071318,-35.7400290255382
3114.10558444676,-36.032139170714
3162.27766016838,-41.2812511625815
3211.19490936482,-33.2419496577228
3260.86885911893,-33.3218035428064
3311.31121482591,-36.1093230182121
3362.53386295163,-39.3907387797722
3414.5488738336,-37.4240428538216
3467.36850452532,-38.8674004333185
3521.00520168452,-41.5870642115777
3575.47160450621,-40.8691175898463
3630.78054770101,-37.2647724712832
3686.94506451958,-37.456038979715
3743.97838982381,-36.841933483338
3801.89396320561,-38.4796216022825
3860.70543215381,-35.1601587685246
3920.42665527015,-42.6349696211614
3981.07170553497,-43.7267134983957
4042.65487362344,-40.68605747757
4105.19067127308,-38.5667539838612
4168.69383470336,-40.3663315131648
4233.17932808821,-39.8373143281244
4298.66234708228,-38.0738933617128
4365.15832240166,-37.7748634534765
4432.68292346009,-40.2230087184398
4501.25206206134,-41.6902254556432
4570.88189614875,-39.6785625272906
4641.58883361278,-39.9248224968254
4713.38953615741,-38.0736423548885
4786.30092322638,-42.5007305761031
4860.34017599022,-42.046838669505
4935.52474139481,-45.983767605862
5011.87233627272,-40.5244216825197
5089.40095151809,-44.569614025813
5168.12885632604,-45.3637351056076
5248.07460249773,-43.7563664392305
5329.257028812,-41.2717300021343
5411.69526546464,-40.9401055001072
5495.40873857625,-40.5733445134336
5580.41717476996,-42.4926633650428
5666.74060581991,-42.101392560645
5754.39937337157,-44.1468964365855
5843.41413373518,-44.3334193023493
5933.80586275328,-45.3031619381879
6025.59586074358,-43.0208427269418
6118.80575751822,-41.4801144449487
6213.45751748076,-46.8729757547322
6309.57344480193,-46.8075741314201
6407.17618867554,-45.6031556961159
6506.28874865557,-47.1616735337213
6606.93448007596,-46.3519179992356
6709.13709955411,-43.7650540698058
6812.92069057961,-46.5468844229309
6918.30970918937,-49.1660927758487
7025.32898973052,-49.7378353020169
7134.00375071256,-46.124351510541
7244.3596007499,-45.9540294119259
7356.42254459641,-46.3202907210638
7470.21898927332,-47.1067840860817
7585.77575029184,-49.6106157558852
7703.12005797215,-47.4167874711979
7822.27956386003,-45.9624362374394
7943.28234724281,-43.9021201974778
8066.15692176614,-46.7518287310794
8190.93224215297,-46.2927368307319
8317.63771102671,-49.572699772791
8446.30318583969,-44.429122305599
8576.95898590894,-46.5032146121579
8709.63589956081,-48.836944168346
8844.365191386,-46.8765244498697
8981.17860960694,-50.8419385055081
9120.1083935591,-46.635351471614
9261.18728128793,-50.4130450428005
9404.44851726352,-49.3535685127077
9549.92586021436,-48.9469700703558
9697.65359108249,-50.5076513578848
9847.66652110158,-49.1582552243023
10000,-53.0067425082871
10154.6899243308,-51.6270259149916
10311.7727459305,-51.5212179861644
10471.285480509,-49.2148825870952
10633.2657163716,-53.4801642390014
10797.7516232771,-49.833171386026
10964.7819614319,-49.8235800969825
11134.3960906236,-50.8874495536842
11306.6339794964,-50.7161860372008
11481.5362149688,-48.8630942224269
11659.1440117983,-50.1642074915684
11839.499222293,-50.9076911315288
12022.6443461741,-51.2899640374189
12208.6225405907,-52.4411113837057
12397.4776302894,-61.2866185380198
12589.2541179417,-58.0323108191226
12783.9971946302,-56.4187552257622
12981.7527504985,-53.8429788027048
13182.5673855641,-52.2691227336435
13386.4884206999,-55.5219685045169
13593.5639087853,-58.6886100888199
13803.8426460289,-54.5646095273284
14017.3741834677,-55.8120612438417
14234.2088386434,-56.1766834655932
14454.3977074593,-57.1966627587203
14677.9926762207,-55.5175226746637
14905.046433862,-60.281500554146
15135.6124843621,-62.1752237456117
15369.7451593527,-62.5536228576601
15607.4996309211,-60.1535071387302
15848.9319246111,-54.3790609684145
16094.0989326253,-54.1632022514302
16343.0584272314,-56.6619827630321
16595.8690743756,-56.5038209988525
16852.5904475075,-56.6318272294159
17113.2830416178,-59.284613774363
17378.0082874938,-59.7747177443362
17646.828566195,-55.4161831529113
17919.8072237533,-54.2004983527549
18197.0085860998,-61.4908684591387
18478.4979742229,-56.3976125758273
18764.3417195609,-56.8283920065095
19054.6071796325,-60.7705770465767
19349.3627539095,-58.6176041420996
19648.6778999347,-53.1341226324267
19952.6231496888,-55.7380397958543
20261.2701262114,-59.0806604180973
20574.6915604784,-60.0569340065443
20892.9613085404,-59.0134883273012
21216.1543689268,-55.7693777798239
21544.3469003188,-56.807611211201
21877.6162394955,-59.3514665931433
22216.0409195581,-64.5939201514825
22559.7006884358,-60.6517791862041
22908.6765276777,-65.8952912859453
23263.0506715363,-59.7820512555936
23622.9066263446,-62.1656644759781
23988.3291901949,-62.7826245582311
24359.4044729203,-61.5264190807981
24736.2199163862,-60.7849282050539
25118.8643150958,-62.2481147699352
25507.4278371136,-60.2331663301785
25902.0020453133,-63.6897872295311
26302.6799189538,-59.0369643060241
26709.5558755899,-57.5671292117936
27122.7257933203,-65.2071372156414
27542.2870333817,-64.3924565116417
27968.3384630908,-59.9961214732942
28400.9804791421,-56.5753722347205
28840.3150312661,-62.5081006486387
29286.4456462524,-67.6921833017456
29739.477452346,-63.0067999405988
30199.5172040202,-63.0606255011028
30666.6733071318,-63.4114612367293
31141.0558444676,-63.6165757420966
31622.7766016838,-63.0960821221478
32111.9490936482,-63.462109066444
32608.6885911893,-70.0479206630249
33113.1121482591,-63.2568525916803
33625.3386295163,-65.1910792231607
34145.488738336,-63.6236360929597
34673.6850452532,-61.1852454786957
35210.0520168452,-66.2815338581645
35754.7160450621,-65.0640865344976
36307.8054770101,-67.5026037915515
36869.4506451958,-64.8831928379389
37439.7838982381,-63.1165074840844
38018.9396320561,-65.5391003826446
38607.0543215381,-69.0079633415225
39204.2665527015,-68.3330066070276
39810.7170553497,-65.4231162190235
40426.5487362344,-65.5677745918303
41051.9067127308,-67.7343133435502
41686.9383470336,-66.4351031712373
42331.7932808821,-63.7591852699881
42986.6234708228,-65.4761148586039
43651.5832240166,-61.8898595147865
44326.8292346009,-66.0232394159499
45012.5206206134,-66.3246572888739
45708.8189614875,-71.2093520413175
46415.8883361278,-65.309211414216
47133.895361574,-66.0971423772416
47863.0092322639,-66.5395186439967
48603.4017599022,-66.58703755128
49355.2474139481,-68.4753580390516
50118.7233627272,-68.2651464763073
50894.0095151809,-68.8125998666181
51681.2885632604,-69.638862444785
52480.7460249773,-72.7543535996541
53292.57028812,-67.8876155296052
54116.9526546464,-66.9472896630411
54954.0873857625,-66.4307560315069
55804.1717476996,-71.4705320503912
56667.4060581991,-69.8862922596163
57543.9937337157,-71.7753240371734
58434.1413373517,-72.0987273624458
59338.0586275328,-71.9405021368243
60255.9586074358,-68.4839654663207
61188.0575751822,-70.7276534170946
62134.5751748076,-73.2843445165213
63095.7344480193,-72.7428027690303
64071.7618867554,-71.7053499340494
65062.8874865557,-69.3354890892617
66069.3448007596,-72.6661979846369
67091.3709955411,-72.6601162047454
68129.2069057961,-72.5607074160718
69183.0970918936,-74.9087144418382
70253.2898973052,-70.8628324306729
71340.0375071256,-74.16654786174
72443.596007499,-76.3064989888502
73564.2254459641,-73.9530395652924
74702.1898927332,-74.0547680237854
75857.7575029183,-73.4604355489411
77031.2005797215,-74.4379109675836
78222.7956386003,-78.5755252982293
79432.8234724281,-73.1716214459501
80661.5692176614,-69.1427133706095
81909.3224215298,-73.5010247232219
83176.3771102671,-72.1884875056041
84463.0318583969,-73.8014837692732
85769.5898590894,-75.2344679526712
87096.3589956081,-78.5971234185077
88443.65191386,-76.1290723966876
89811.7860960694,-73.9852951591339
91201.083935591,-74.7306043570587
92611.8728128794,-77.7994945003726
94044.4851726351,-76.1551457482951
95499.2586021436,-71.4410280327571
96976.535910825,-71.9258270023349
98476.6652110158,-79.3971468233424
100000,-72.7561118096908
101546.899243308,-75.6504852958407
103117.727459306,-77.2327903360273
104712.85480509,-75.9821988004814
106332.657163716,-77.4492536863639
107977.516232771,-77.8933052099289
109647.819614319,-73.5221900415126
111343.960906236,-76.7635910361627
113066.339794964,-75.9995014396172
114815.362149688,-76.0190683772699
116591.440117983,-77.3863761331781
118394.99222293,-76.7382116125417
120226.443461741,-81.4355622098386
122086.225405907,-84.2042245913316
123974.776302894,-80.1744458322734
125892.541179417,-75.9211201573873
127839.971946302,-77.1626310695225
129817.527504985,-76.5511191142507
131825.673855641,-75.8812886464595
133864.884206999,-73.9162821389001
135935.639087853,-76.1655734122629
138038.426460289,-83.0265548786395
140173.741834677,-77.778952718266
142342.088386434,-75.3930831721149
144543.977074593,-79.5120609583309
146779.926762207,-77.7854193041481
149050.46433862,-80.7830304312876
151356.124843621,-77.9661622516907
153697.451593527,-82.6935505629137
156074.996309211,-83.102910945737
158489.319246111,-80.2141510248338
160940.989326253,-82.0179383738813
163430.584272314,-80.6550257153822
165958.690743756,-82.2934294692416
168525.904475075,-80.7338256564473
171132.830416178,-80.8245096443128
173780.082874938,-81.0171471806625
176468.28566195,-80.2684852247389
179198.072237533,-75.8138800476992
181970.085860998,-79.6858212232697
184784.979742229,-81.6916072534332
187643.417195609,-83.1778063410095
190546.071796325,-81.9568271534055
193493.627539095,-81.8046643532713
196486.778999347,-81.9994044511483
199526.231496888,-77.6859484045812
202612.701262114,-83.8438786301055
205746.915604784,-80.8096833027884
208929.613085404,-84.0281377140012
212161.543689268,-81.5221059812631
215443.469003188,-82.7581693821536
218776.162394955,-80.0740812725575
222160.409195581,-83.8924546678396
225597.006884358,-80.1096475401439
229086.765276777,-83.8587179844392
232630.506715363,-85.4410639728371
236229.066263446,-82.8212172799164
239883.291901949,-84.6046712537316
243594.044729203,-83.5830303204592
247362.199163862,-83.3951705512489
251188.643150958,-84.1123092774901
255074.278371136,-84.8164613370159
259020.020453133,-82.3927464835196
263026.799189538,-84.680164503798
267095.558755899,-82.5011484083527
271227.257933203,-81.4442304823801
275422.870333817,-84.1814903199596
279683.384630908,-84.8296030883691
284009.804791421,-87.917164418182
288403.150312661,-84.2019417431036
292864.456462524,-87.0321946750977
297394.77452346,-84.0838072957933
301995.172040202,-83.8521370548911
306666.733071318,-84.8085193261168
311410.558444676,-85.9853461355526
316227.766016838,-87.0148895828827
321119.490936482,-85.7072111655141
326086.885911893,-84.8455624517491
331131.121482591,-84.6409787622948
336253.386295163,-85.1383211608513
341454.88738336,-85.9052658838814
346736.850452532,-85.9879897510367
352100.520168452,-84.3308434703424
357547.160450621,-85.6393593221671
363078.054770101,-88.683455534341
368694.506451958,-88.7466889060632
374397.838982381,-85.7929598892525
380189.396320561,-87.6186083795823
386070.543215381,-88.4316055208665
392042.665527015,-87.4635472264963
398107.170553497,-87.1703275929612
404265.487362344,-86.7286662293385
410519.067127308,-87.2084375187089
416869.383470335,-87.6943948064789
423317.932808821,-86.9373886526162
429866.234708228,-86.473490666758
436515.832240166,-85.8227972333501
443268.292346009,-87.6172598496319
450125.206206134,-89.4251521091191
457088.189614875,-89.369090067422
464158.883361278,-88.4255538444805
471338.953615741,-88.6660839656563
478630.092322638,-89.0656473499061
486034.017599022,-88.0582969452589
493552.474139481,-87.1492722229357
501187.233627273,-89.5526335399036
508940.095151809,-88.7801959893179
516812.885632603,-87.6911036515101
524807.460249773,-91.3750403425637
532925.7028812,-86.827369998761
541169.526546464,-88.181593702281
549540.873857625,-88.1488363786232
558041.717476996,-89.7589247659223
566674.060581991,-88.8157958197261
575439.937337157,-89.2337097591125
584341.413373517,-92.9550828316825
593380.586275328,-88.520126803812
602559.586074358,-89.6564640116771
611880.575751822,-91.1139340429965
621345.751748076,-89.1857915176642
630957.344480193,-90.2132659938751
640717.618867554,-91.7979291038393
650628.874865557,-90.3738544143098
660693.448007596,-89.0739459525413
670913.709955411,-90.2521993024353
681292.069057962,-90.4985604285772
691830.970918936,-93.5682824505845
702532.898973052,-92.2211962049116
713400.375071256,-91.4274686366652
724435.96007499,-91.7400307159139
735642.254459641,-91.5416247068957
747021.898927332,-93.5875357073458
758577.575029184,-93.3640778133838
770312.005797215,-92.6588010278297
782227.956386003,-92.685074054907
794328.234724281,-89.6897329054696
806615.692176613,-90.4803959492166
819093.224215298,-92.318222173988
831763.771102671,-92.2450880871298
844630.318583969,-94.5302942674662
857695.898590894,-93.8736692295545
870963.589956081,-92.8494436192856
884436.5191386,-93.124570930504
898117.860960694,-94.4043800442866
912010.83935591,-92.3151954940464
926118.728128794,-92.3337021804257
940444.851726351,-91.929854151848
954992.586021436,-91.0346238539576
969765.35910825,-93.0022521069675
984766.652110158,-94.8503983969801
1000000,-94.4718925071828
