; Pulse saved with RP Fiber Power
; Domain: time.
;
; t1 = -4.990234375e-12
; t2 = 5e-12
; dt = 9.765625e-15
; lambda_ref = 1.542e-6
;
; Data: t (s), Re(A) (sqrt(W)), Im(A) (sqrt(W)):
-1.58203125e-12, -5.074293866e-3, 0.02142188552
-1.572265625e-12, -890.8909411e-6, 0.0223869947
-1.5625e-12, 3.463730283e-3, 0.02253091679
-1.552734375e-12, 7.83302225e-3, 0.02184378722
-1.54296875e-12, 0.01205383074, 0.02034376305
-1.533203125e-12, 0.01596484617, 0.01807264711
-1.5234375e-12, 0.01941639242, 0.01509329303
-1.513671875e-12, 0.02227911312, 0.0114892864
-1.50390625e-12, 0.02444945246, 7.36582853e-3
-1.494140625e-12, 0.02585114629, 2.849783833e-3
-1.484375e-12, 0.02643358883, -1.913018589e-3
-1.474609375e-12, 0.02616910755, -6.763974347e-3
-1.46484375e-12, 0.02505129418, -0.01154051601
-1.455078125e-12, 0.02309556441, -0.01608542896
-1.4453125e-12, 0.02034156296, -0.02025429534
-1.435546875e-12, 0.0168556958, -0.02391955838
-1.42578125e-12, 0.0127316432, -0.02697125641
-1.416015625e-12, 8.087409492e-3, -0.02931594014
-1.40625e-12, 3.05894716e-3, -0.03087592754
-1.396484375e-12, -2.208095615e-3, -0.03159055796
-1.38671875e-12, -7.566175485e-3, -0.03141974689
-1.376953125e-12, -0.01287121964, -0.03034862325
-1.3671875e-12, -0.01798486284, -0.02839113677
-1.357421875e-12, -0.02277443643, -0.02559071808
-1.34765625e-12, -0.02711264947, -0.02201726386
-1.337890625e-12, -0.03087891294, -0.01776129974
-1.328125e-12, -0.03396322778, -0.01292734247
-1.318359375e-12, -0.03627202477, -7.628649413e-3
-1.30859375e-12, -0.0377341067, -1.984631741e-3
-1.298828125e-12, -0.03830454179, 3.879306326e-3
-1.2890625e-12, -0.03796515094, 9.831074638e-3
-1.279296875e-12, -0.0367217148, 0.01573239345
-1.26953125e-12, -0.03459943975, 0.0214418919
-1.259765625e-12, -0.03163884515, 0.02682082501
-1.25e-12, -0.02789375473, 0.03173999014
-1.240234375e-12, -0.02343175383, 0.03608569604
-1.23046875e-12, -0.01833600062, 0.03976299507
-1.220703125e-12, -0.01270642253, 0.04269564631
-1.2109375e-12, -6.658529601e-3, 0.04482378461
-1.201171875e-12, -319.2278278e-6, 0.04610125027
-1.19140625e-12, 6.179486155e-3, 0.04649448654
-1.181640625e-12, 0.01270700289, 0.04598387265
-1.171875e-12, 0.01913872633, 0.04456688035
-1.162109375e-12, 0.02535777123, 0.04226129809
-1.15234375e-12, 0.03125412984, 0.0391065596
-1.142578125e-12, 0.03672294063, 0.03516204745
-1.1328125e-12, 0.04166384542, 0.03050268093
-1.123046875e-12, 0.04598271692, 0.02521338735
-1.11328125e-12, 0.04959565389, 0.01938452353
-1.103515625e-12, 0.05243380845, 0.0131097196
-1.09375e-12, 0.05444703206, 6.486277163e-3
-1.083984375e-12, 0.0556048075, -383.1260059e-6
-1.07421875e-12, 0.05589421988, -7.389366252e-3
-1.064453125e-12, 0.05531613375, -0.01441802905
-1.0546875e-12, 0.05388154343, -0.02135317037
-1.044921875e-12, 0.05160983192, -0.0280826447
-1.03515625e-12, 0.04852953831, -0.03450307758
-1.025390625e-12, 0.04468079782, -0.04052268483
-1.015625e-12, 0.04011764468, -0.04606120401
-1.005859375e-12, 0.03490837055, -0.05104764574
-996.09375e-15, 0.02913310767, -0.05541762782
-986.328125e-15, 0.0228792364, -0.05911216897
-976.5625e-15, 0.0162363407, -0.06207893312
-966.796875e-15, 9.292654672e-3, -0.06427550414
-957.03125e-15, 2.13414102e-3, -0.06567308773
-947.265625e-15, -5.154054747e-3, -0.06625871414
-937.5e-15, -0.01248527874, -0.0660347261
-927.734375e-15, -0.01977010965, -0.06501570408
-917.96875e-15, -0.02691749211, -0.06322427577
-908.203125e-15, -0.03383825663, -0.06068778613
-898.4375e-15, -0.04044968321, -0.05743728391
-888.671875e-15, -0.04667914158, -0.05350898547
-878.90625e-15, -0.05246526903, -0.04894700094
-869.140625e-15, -0.05775640361, -0.04380538968
-859.375e-15, -0.06250740427, -0.03814794247
-849.609375e-15, -0.06667680033, -0.03204529437
-839.84375e-15, -0.07022598042, -0.02557040932
-830.078125e-15, -0.07312097211, -0.01879436932
-820.3125e-15, -0.07533589979, -0.01178426022
-810.546875e-15, -0.07685622938, -4.603836339e-3
-800.78125e-15, -0.07767995248, 2.68383953e-3
-791.015625e-15, -0.07781591786, 0.01001364598
-781.25e-15, -0.07728002525, 0.01731746086
-771.484375e-15, -0.07609113928, 0.02452594764
-761.71875e-15, -0.07426873155, 0.03157247034
-751.953125e-15, -0.07183331519, 0.03839731716
-742.1875e-15, -0.06880919562, 0.04495016825
-732.421875e-15, -0.06522775548, 0.05118962947
-722.65625e-15, -0.0611291447, 0.05708021081
-712.890625e-15, -0.05656107291, 0.06258851486
-703.125e-15, -0.05157497672, 0.06768084858
-693.359375e-15, -0.04622130928, 0.07232370407
-683.59375e-15, -0.04054625233, 0.07648695938
-673.828125e-15, -0.03459144213, 0.08014808485
-664.0625e-15, -0.02839667649, 0.08329497842
-654.296875e-15, -0.02200389984, 0.08592570249
-644.53125e-15, -0.0154599805, 0.08804504983
-634.765625e-15, -8.816382033e-3, 0.08965964676
-625e-15, -2.125530566e-3, 0.09077420965
-615.234375e-15, 4.564407277e-3, 0.09139104061
-605.46875e-15, 0.01121356923, 0.09151308931
-595.703125e-15, 0.01779097194, 0.09114883987
-585.9375e-15, 0.02427116536, 0.09031607007
-576.171875e-15, 0.03062878154, 0.08904195071
-566.40625e-15, 0.036834194, 0.087358915
-556.640625e-15, 0.04285312627, 0.08529823747
-546.875e-15, 0.04865090305, 0.08288488605
-537.109375e-15, 0.0541991905, 0.08013684389
-527.34375e-15, 0.05948117723, 0.07706966423
-517.578125e-15, 0.06449157233, 0.07370370874
-507.8125e-15, 0.0692307151, 0.07006932689
-498.046875e-15, 0.07369605982, 0.06620590587
-488.28125e-15, 0.07787672292, 0.06215446787
-478.515625e-15, 0.081755425, 0.05794827179
