# Frequency; PSD [dBc/Hz]
6.72607422e+04;-8.77344513e+01
6.73217812e+04;-8.78050766e+01
6.73828125e+04;-8.78531342e+01
6.74438438e+04;-8.78578033e+01
6.75048828e+04;-8.78637238e+01
6.75659219e+04;-8.79343338e+01
6.76269531e+04;-8.81233902e+01
6.76879844e+04;-8.83928070e+01
6.77490234e+04;-8.85859680e+01
6.78100625e+04;-8.86226196e+01
6.78710938e+04;-8.86359711e+01
6.79321250e+04;-8.86502686e+01
6.79931641e+04;-8.86747742e+01
6.80542031e+04;-8.86905975e+01
6.81152344e+04;-8.86965027e+01
6.81762656e+04;-8.86960754e+01
6.82373047e+04;-8.86802139e+01
6.82983438e+04;-8.86888275e+01
6.83593750e+04;-8.87507935e+01
6.84204062e+04;-8.87616196e+01
6.84814453e+04;-8.87479401e+01
6.85424844e+04;-8.87248154e+01
6.86035156e+04;-8.87126846e+01
6.86645469e+04;-8.87288895e+01
6.87255859e+04;-8.87469635e+01
6.87866250e+04;-8.87853165e+01
6.88476562e+04;-8.88271255e+01
6.89086875e+04;-8.88477859e+01
6.89697266e+04;-8.88390808e+01
6.90307656e+04;-8.88246918e+01
6.90917969e+04;-8.88337097e+01
6.91528281e+04;-8.88459473e+01
6.92138672e+04;-8.88379135e+01
6.92749062e+04;-8.88423767e+01
6.93359375e+04;-8.88359299e+01
6.93969688e+04;-8.88164597e+01
6.94580078e+04;-8.87904663e+01
6.95190469e+04;-8.87493057e+01
6.95800781e+04;-8.87266235e+01
6.96411094e+04;-8.87080154e+01
6.97021484e+04;-8.87001495e+01
6.97631875e+04;-8.87137909e+01
6.98242188e+04;-8.87328110e+01
6.98852500e+04;-8.87359467e+01
6.99462891e+04;-8.87171707e+01
7.00073281e+04;-8.87067871e+01
7.00683594e+04;-8.87506943e+01
7.01293906e+04;-8.87920532e+01
7.01904297e+04;-8.88060760e+01
7.02514688e+04;-8.88018570e+01
7.03125000e+04;-8.87643890e+01
7.03735312e+04;-8.87193298e+01
7.04345703e+04;-8.86990204e+01
7.04956094e+04;-8.87106934e+01
7.05566406e+04;-8.87100525e+01
7.06176719e+04;-8.86837158e+01
7.06787109e+04;-8.86710510e+01
7.07397500e+04;-8.86518250e+01
7.08007812e+04;-8.85681305e+01
7.08618125e+04;-8.85489578e+01
7.09228516e+04;-8.85596237e+01
7.09838906e+04;-8.85696259e+01
7.10449219e+04;-8.85886993e+01
7.11059531e+04;-8.86084900e+01
7.11669922e+04;-8.86050568e+01
7.12280312e+04;-8.86106567e+01
7.12890625e+04;-8.86762238e+01
7.13500938e+04;-8.87976761e+01
7.14111328e+04;-8.88389587e+01
7.14721719e+04;-8.88412704e+01
7.15332031e+04;-8.88250656e+01
7.15942344e+04;-8.87983017e+01
7.16552734e+04;-8.87821960e+01
7.17163125e+04;-8.88004990e+01
7.17773438e+04;-8.88018799e+01
7.18383750e+04;-8.87639771e+01
7.18994141e+04;-8.87432098e+01
7.19604531e+04;-8.87477417e+01
7.20214844e+04;-8.87585678e+01
7.20825156e+04;-8.87878647e+01
7.21435547e+04;-8.88015366e+01
7.22045938e+04;-8.87868500e+01
7.22656250e+04;-8.87648468e+01
7.23266562e+04;-8.87423706e+01
7.23876953e+04;-8.87141418e+01
7.24487344e+04;-8.86818237e+01
7.25097656e+04;-8.86528778e+01
7.25707969e+04;-8.86393585e+01
7.26318359e+04;-8.86225662e+01
7.26928750e+04;-8.86191406e+01
7.27539062e+04;-8.86268921e+01
7.28149375e+04;-8.86430435e+01
7.28759766e+04;-8.86708603e+01
7.29370156e+04;-8.86906204e+01
7.29980469e+04;-8.87032700e+01
7.30590781e+04;-8.87203217e+01
7.31201172e+04;-8.87326584e+01
7.31811562e+04;-8.87352982e+01
7.32421875e+04;-8.87374268e+01
7.33032188e+04;-8.87574310e+01
7.33642578e+04;-8.87667770e+01
7.34252969e+04;-8.87706909e+01
7.34863281e+04;-8.88115234e+01
7.35473594e+04;-8.88234024e+01
7.36083984e+04;-8.88076096e+01
7.36694375e+04;-8.87772293e+01
7.37304688e+04;-8.87635803e+01
7.37915000e+04;-8.87725220e+01
7.38525391e+04;-8.87835159e+01
7.39135781e+04;-8.87841110e+01
7.39746094e+04;-8.87669525e+01
7.40356406e+04;-8.87160645e+01
7.40966797e+04;-8.87035446e+01
7.41577188e+04;-8.87014542e+01
7.42187500e+04;-8.86996613e+01
7.42797812e+04;-8.86969910e+01
7.43408203e+04;-8.86909180e+01
7.44018594e+04;-8.86850891e+01
7.44628906e+04;-8.86814957e+01
7.45239219e+04;-8.86727219e+01
7.45849609e+04;-8.86846390e+01
7.46460000e+04;-8.86918259e+01
7.47070312e+04;-8.86899872e+01
7.47680625e+04;-8.86708374e+01
7.48291016e+04;-8.86628799e+01
7.48901406e+04;-8.86526489e+01
7.49511719e+04;-8.86278076e+01
7.50122031e+04;-8.86081772e+01
7.50732422e+04;-8.86035004e+01
7.51342812e+04;-8.86048813e+01
7.51953125e+04;-8.86017761e+01
7.52563438e+04;-8.85992737e+01
7.53173828e+04;-8.86238556e+01
7.53784219e+04;-8.86426926e+01
7.54394531e+04;-8.86419220e+01
7.55004844e+04;-8.86743469e+01
7.55615234e+04;-8.87046661e+01
7.56225625e+04;-8.87024765e+01
7.56835938e+04;-8.86865463e+01
7.57446250e+04;-8.86841125e+01
7.58056641e+04;-8.86856842e+01
7.58667031e+04;-8.86566086e+01
7.59277344e+04;-8.86128159e+01
7.59887656e+04;-8.85774155e+01
7.60498047e+04;-8.85199051e+01
7.61108438e+04;-8.83415298e+01
7.61718750e+04;-8.66695862e+01
7.62329062e+04;-8.49698029e+01
7.62939453e+04;-8.47023773e+01
7.63549844e+04;-8.46982269e+01
7.64160156e+04;-8.47102661e+01
7.64770469e+04;-8.47156372e+01
7.65380859e+04;-8.47101288e+01
7.65991250e+04;-8.47041702e+01
7.66601562e+04;-8.47447433e+01
7.67211875e+04;-8.56955338e+01
7.67822266e+04;-8.77377625e+01
7.68432656e+04;-8.82570648e+01
7.69042969e+04;-8.82549057e+01
7.69653281e+04;-8.82533035e+01
7.70263672e+04;-8.82753830e+01
7.70874062e+04;-8.83014145e+01
7.71484375e+04;-8.83072052e+01
7.72094688e+04;-8.83413086e+01
7.72705078e+04;-8.84347916e+01
7.73315469e+04;-8.85079117e+01
7.73925781e+04;-8.85357056e+01
7.74536094e+04;-8.85249252e+01
7.75146484e+04;-8.84866333e+01
7.75756875e+04;-8.84596558e+01
7.76367188e+04;-8.84673309e+01
7.76977500e+04;-8.85006943e+01
7.77587891e+04;-8.85172424e+01
7.78198281e+04;-8.85066223e+01
7.78808594e+04;-8.85074692e+01
7.79418906e+04;-8.85218048e+01
7.80029297e+04;-8.85453415e+01
7.80639688e+04;-8.85890961e+01
7.81250000e+04;-8.86052399e+01
7.81860312e+04;-8.85707550e+01
7.82470703e+04;-8.85463104e+01
7.83081094e+04;-8.85194244e+01
7.83691406e+04;-8.84686050e+01
7.84301719e+04;-8.84311752e+01
7.84912109e+04;-8.84115295e+01
7.85522500e+04;-8.84043961e+01
7.86132812e+04;-8.83912201e+01
7.86743125e+04;-8.83806763e+01
7.87353516e+04;-8.84243774e+01
7.87963906e+04;-8.84441147e+01
7.88574219e+04;-8.84501114e+01
7.89184531e+04;-8.84754333e+01
7.89794922e+04;-8.84692841e+01
7.90405312e+04;-8.84648132e+01
7.91015625e+04;-8.84815750e+01
7.91625938e+04;-8.84965286e+01
7.92236328e+04;-8.85267410e+01
7.92846719e+04;-8.85297623e+01
7.93457031e+04;-8.85205917e+01
7.94067344e+04;-8.85222549e+01
7.94677734e+04;-8.85212326e+01
7.95288125e+04;-8.85560455e+01
7.95898438e+04;-8.85725479e+01
7.96508750e+04;-8.85480728e+01
7.97119141e+04;-8.85206223e+01
7.97729531e+04;-8.84982681e+01
7.98339844e+04;-8.84708405e+01
7.98950156e+04;-8.84715042e+01
7.99560547e+04;-8.84808731e+01
8.00170938e+04;-8.84740219e+01
8.00781250e+04;-8.84430466e+01
8.01391562e+04;-8.84125061e+01
8.02001953e+04;-8.83988800e+01
8.02612344e+04;-8.83947754e+01
8.03222656e+04;-8.83742676e+01
8.03832969e+04;-8.83735886e+01
8.04443359e+04;-8.83685532e+01
8.05053750e+04;-8.83610306e+01
8.05664062e+04;-8.83800354e+01
8.06274375e+04;-8.83888626e+01
8.06884766e+04;-8.84217453e+01
8.07495156e+04;-8.84678345e+01
8.08105469e+04;-8.84973450e+01
8.08715781e+04;-8.85151520e+01
8.09326172e+04;-8.85070572e+01
8.09936562e+04;-8.85036774e+01
8.10546875e+04;-8.85199356e+01
8.11157188e+04;-8.85254288e+01
8.11767578e+04;-8.85277939e+01
8.12377969e+04;-8.84915848e+01
8.12988281e+04;-8.84541168e+01
8.13598594e+04;-8.84479752e+01
8.14208984e+04;-8.84508209e+01
8.14819375e+04;-8.84813004e+01
8.15429688e+04;-8.84940262e+01
8.16040000e+04;-8.84803391e+01
8.16650391e+04;-8.84554443e+01
8.17260781e+04;-8.84404221e+01
8.17871094e+04;-8.84554672e+01
8.18481406e+04;-8.84633789e+01
8.19091797e+04;-8.84488068e+01
8.19702188e+04;-8.84373856e+01
8.20312500e+04;-8.84186859e+01
8.20922812e+04;-8.84027100e+01
8.21533203e+04;-8.84001007e+01
8.22143594e+04;-8.84041824e+01
8.22753906e+04;-8.84210281e+01
8.23364219e+04;-8.84326935e+01
8.23974609e+04;-8.84515991e+01
8.24585000e+04;-8.84590530e+01
8.25195312e+04;-8.84698105e+01
8.25805625e+04;-8.84686584e+01
8.26416016e+04;-8.84729538e+01
8.27026406e+04;-8.84709473e+01
8.27636719e+04;-8.84707260e+01
8.28247031e+04;-8.84535065e+01
8.28857422e+04;-8.84312210e+01
8.29467812e+04;-8.83901672e+01
8.30078125e+04;-8.83502045e+01
8.30688438e+04;-8.83117371e+01
8.31298828e+04;-8.82937241e+01
8.31909219e+04;-8.82868118e+01
8.32519531e+04;-8.82829742e+01
8.33129844e+04;-8.82827530e+01
8.33740234e+04;-8.83020782e+01
8.34350625e+04;-8.83203201e+01
8.34960938e+04;-8.83451385e+01
8.35571250e+04;-8.83636093e+01
8.36181641e+04;-8.83843307e+01
8.36792031e+04;-8.84194031e+01
8.37402344e+04;-8.84454193e+01
8.38012656e+04;-8.84604263e+01
8.38623047e+04;-8.84583130e+01
8.39233438e+04;-8.84458008e+01
8.39843750e+04;-8.84357529e+01
8.40454062e+04;-8.84431839e+01
8.41064453e+04;-8.84746475e+01
8.41674844e+04;-8.84788132e+01
8.42285156e+04;-8.84336929e+01
8.42895469e+04;-8.83779297e+01
8.43505859e+04;-8.83551636e+01
8.44116250e+04;-8.83547211e+01
8.44726562e+04;-8.83314819e+01
8.45336875e+04;-8.82880402e+01
8.45947266e+04;-8.82311249e+01
8.46557656e+04;-8.81777039e+01
8.47167969e+04;-8.81387939e+01
8.47778281e+04;-8.81255646e+01
8.48388672e+04;-8.81377869e+01
8.48999062e+04;-8.81379852e+01
8.49609375e+04;-8.81329269e+01
8.50219688e+04;-8.81275711e+01
8.50830078e+04;-8.81322327e+01
8.51440469e+04;-8.81549835e+01
8.52050781e+04;-8.81694641e+01
8.52661094e+04;-8.81843872e+01
8.53271484e+04;-8.81949158e+01
8.53881875e+04;-8.82020111e+01
8.54492188e+04;-8.81963043e+01
8.55102500e+04;-8.81928177e+01
8.55712891e+04;-8.82059784e+01
8.56323281e+04;-8.82249680e+01
8.56933594e+04;-8.82404175e+01
8.57543906e+04;-8.82474670e+01
8.58154297e+04;-8.82513504e+01
8.58764688e+04;-8.82587738e+01
8.59375000e+04;-8.82484131e+01
8.59985312e+04;-8.82302628e+01
8.60595703e+04;-8.82042160e+01
8.61206094e+04;-8.81960678e+01
8.61816406e+04;-8.81907578e+01
8.62426719e+04;-8.81581879e+01
8.63037109e+04;-8.81282349e+01
8.63647500e+04;-8.80921860e+01
8.64257812e+04;-8.80521164e+01
8.64868125e+04;-8.80449905e+01
8.65478516e+04;-8.80673904e+01
8.66088906e+04;-8.80917969e+01
8.66699219e+04;-8.80811996e+01
8.67309531e+04;-8.80870056e+01
8.67919922e+04;-8.81171722e+01
8.68530312e+04;-8.81363373e+01
8.69140625e+04;-8.81625748e+01
8.69750938e+04;-8.81898270e+01
8.70361328e+04;-8.81836700e+01
8.70971719e+04;-8.81565247e+01
8.71582031e+04;-8.81215210e+01
8.72192344e+04;-8.81222458e+01
8.72802734e+04;-8.81257477e+01
8.73413125e+04;-8.80934906e+01
8.74023438e+04;-8.80396500e+01
8.74633750e+04;-8.79913712e+01
8.75244141e+04;-8.79460220e+01
8.75854531e+04;-8.79475098e+01
8.76464844e+04;-8.79621811e+01
8.77075156e+04;-8.79759369e+01
8.77685547e+04;-8.79798584e+01
8.78295938e+04;-8.79493484e+01
8.78906250e+04;-8.79305725e+01
8.79516562e+04;-8.79423218e+01
8.80126953e+04;-8.79698792e+01
8.80737344e+04;-8.80037918e+01
8.81347656e+04;-8.79841232e+01
8.81957969e+04;-8.79512482e+01
8.82568359e+04;-8.79280548e+01
8.83178750e+04;-8.79033203e+01
8.83789062e+04;-8.79141541e+01
8.84399375e+04;-8.79382172e+01
8.85009766e+04;-8.79355011e+01
8.85620156e+04;-8.78978729e+01
8.86230469e+04;-8.78612823e+01
8.86840781e+04;-8.78841324e+01
8.87451172e+04;-8.79071732e+01
8.88061562e+04;-8.79165192e+01
8.88671875e+04;-8.79173889e+01
8.89282188e+04;-8.79149475e+01
8.89892578e+04;-8.79184113e+01
8.90502969e+04;-8.79465332e+01
8.91113281e+04;-8.80094299e+01
8.91723594e+04;-8.80780182e+01
8.92333984e+04;-8.81076736e+01
8.92944375e+04;-8.81521912e+01
8.93554688e+04;-8.81940384e+01
8.94165000e+04;-8.82239990e+01
8.94775391e+04;-8.82313614e+01
8.95385781e+04;-8.82383728e+01
8.95996094e+04;-8.82572556e+01
8.96606406e+04;-8.82543411e+01
8.97216797e+04;-8.82210617e+01
8.97827188e+04;-8.81787262e+01
8.98437500e+04;-8.81338501e+01
8.99047812e+04;-8.80908279e+01
8.99658203e+04;-8.80583572e+01
9.00268594e+04;-8.80352097e+01
9.00878906e+04;-8.80243988e+01
9.01489219e+04;-8.80153351e+01
9.02099609e+04;-8.80209427e+01
9.02710000e+04;-8.80416412e+01
9.03320312e+04;-8.80679169e+01
9.03930625e+04;-8.80866470e+01
9.04541016e+04;-8.81277847e+01
9.05151406e+04;-8.81545410e+01
9.05761719e+04;-8.81556549e+01
9.06372031e+04;-8.81608810e+01
9.06982422e+04;-8.81496124e+01
9.07592812e+04;-8.81103897e+01
9.08203125e+04;-8.80766449e+01
9.08813438e+04;-8.80377121e+01
9.09423828e+04;-8.80106812e+01
9.10034219e+04;-8.80036240e+01
9.10644531e+04;-8.80180511e+01
9.11254844e+04;-8.80601501e+01
9.11865234e+04;-8.80393524e+01
9.12475625e+04;-8.80208206e+01
9.13085938e+04;-8.80589142e+01
9.13696250e+04;-8.81181870e+01
9.14306641e+04;-8.81851044e+01
9.14917031e+04;-8.82153168e+01
9.15527344e+04;-8.82077179e+01
9.16137656e+04;-8.81926956e+01
9.16748047e+04;-8.81485596e+01
9.17358438e+04;-8.81695862e+01
9.17968750e+04;-8.82114639e+01
9.18579062e+04;-8.81828842e+01
9.19189453e+04;-8.81147842e+01
9.19799844e+04;-8.80408859e+01
9.20410156e+04;-8.79942398e+01
9.21020469e+04;-8.79551392e+01
9.21630859e+04;-8.79327087e+01
9.22241250e+04;-8.79564819e+01
9.22851562e+04;-8.79511032e+01
9.23461875e+04;-8.79123993e+01
9.24072266e+04;-8.78960266e+01
9.24682656e+04;-8.78820343e+01
9.25292969e+04;-8.78684082e+01
9.25903281e+04;-8.78313675e+01
9.26513672e+04;-8.77904205e+01
9.27124062e+04;-8.77611313e+01
9.27734375e+04;-8.77168884e+01
9.28344688e+04;-8.76833344e+01
9.28955078e+04;-8.76753845e+01
9.29565469e+04;-8.76653671e+01
9.30175781e+04;-8.76775284e+01
9.30786094e+04;-8.77005081e+01
9.31396484e+04;-8.77332764e+01
9.32006875e+04;-8.77669754e+01
9.32617188e+04;-8.77811813e+01
9.33227500e+04;-8.78050232e+01
9.33837891e+04;-8.78164978e+01
9.34448281e+04;-8.78236771e+01
9.35058594e+04;-8.78588867e+01
9.35668906e+04;-8.78707504e+01
9.36279297e+04;-8.78591461e+01
9.36889688e+04;-8.78613052e+01
9.37500000e+04;-8.78803635e+01
9.38110312e+04;-8.78932190e+01
9.38720703e+04;-8.78892136e+01
9.39331094e+04;-8.78968811e+01
9.39941406e+04;-8.78953552e+01
9.40551719e+04;-8.78721848e+01
9.41162109e+04;-8.78481750e+01
9.41772500e+04;-8.78603516e+01
9.42382812e+04;-8.78706360e+01
9.42993125e+04;-8.78750458e+01
9.43603516e+04;-8.78859940e+01
9.44213906e+04;-8.78963394e+01
9.44824219e+04;-8.79057083e+01
9.45434531e+04;-8.79160385e+01
9.46044922e+04;-8.79316330e+01
9.46655312e+04;-8.79533005e+01
9.47265625e+04;-8.79489136e+01
9.47875938e+04;-8.79646378e+01
9.48486328e+04;-8.79576035e+01
9.49096719e+04;-8.79352417e+01
9.49707031e+04;-8.79179001e+01
9.50317344e+04;-8.79195480e+01
9.50927734e+04;-8.79032669e+01
9.51538125e+04;-8.78710632e+01
9.52148438e+04;-8.78821640e+01
9.52758750e+04;-8.79072495e+01
9.53369141e+04;-8.79122314e+01
9.53979531e+04;-8.79448929e+01
9.54589844e+04;-8.79981842e+01
9.55200156e+04;-8.80174637e+01
9.55810547e+04;-8.80263824e+01
9.56420938e+04;-8.80689697e+01
9.57031250e+04;-8.81226196e+01
9.57641562e+04;-8.81194458e+01
9.58251953e+04;-8.80799026e+01
9.58862344e+04;-8.80203247e+01
9.59472656e+04;-8.79058075e+01
9.60082969e+04;-8.78263855e+01
9.60693359e+04;-8.78134384e+01
9.61303750e+04;-8.77973099e+01
9.61914062e+04;-8.77775040e+01
9.62524375e+04;-8.77650452e+01
9.63134766e+04;-8.77520370e+01
9.63745156e+04;-8.77665100e+01
9.64355469e+04;-8.78075256e+01
9.64965781e+04;-8.79067001e+01
9.65576172e+04;-8.79581757e+01
9.66186562e+04;-8.79643173e+01
9.66796875e+04;-8.79575882e+01
9.67407188e+04;-8.79506836e+01
9.68017578e+04;-8.79409256e+01
9.68627969e+04;-8.79505157e+01
9.69238281e+04;-8.79539185e+01
9.69848594e+04;-8.79253616e+01
9.70458984e+04;-8.78736115e+01
9.71069375e+04;-8.78211136e+01
9.71679688e+04;-8.77878952e+01
9.72290000e+04;-8.77858200e+01
9.72900391e+04;-8.77918854e+01
9.73510781e+04;-8.77734070e+01
9.74121094e+04;-8.77412720e+01
9.74731406e+04;-8.77145233e+01
9.75341797e+04;-8.77197647e+01
9.75952188e+04;-8.77382584e+01
9.76562500e+04;-8.77626953e+01
9.77172812e+04;-8.77874756e+01
9.77783203e+04;-8.78136749e+01
9.78393594e+04;-8.78204956e+01
9.79003906e+04;-8.78461151e+01
9.79614219e+04;-8.78831329e+01
9.80224609e+04;-8.79246902e+01
9.80835000e+04;-8.79443665e+01
9.81445312e+04;-8.79479065e+01
9.82055625e+04;-8.79730911e+01
9.82666016e+04;-8.79775009e+01
9.83276406e+04;-8.79488525e+01
9.83886719e+04;-8.79446335e+01
9.84497031e+04;-8.79661636e+01
9.85107422e+04;-8.79779129e+01
9.85717812e+04;-8.79673004e+01
9.86328125e+04;-8.79876556e+01
9.86938438e+04;-8.80126266e+01
9.87548828e+04;-8.79960251e+01
9.88159219e+04;-8.79780197e+01
9.88769531e+04;-8.79751816e+01
9.89379844e+04;-8.79575272e+01
9.89990234e+04;-8.79180298e+01
9.90600625e+04;-8.78937683e+01
9.91210938e+04;-8.78911514e+01
9.91821250e+04;-8.78900223e+01
9.92431641e+04;-8.78867722e+01
9.93042031e+04;-8.79010544e+01
9.93652344e+04;-8.79096375e+01
9.94262656e+04;-8.79095917e+01
9.94873047e+04;-8.79087219e+01
9.95483438e+04;-8.78996887e+01
9.96093750e+04;-8.78957596e+01
9.96704062e+04;-8.78936768e+01
9.97314453e+04;-8.78583527e+01
9.97924844e+04;-8.78378677e+01
9.98535156e+04;-8.78411331e+01
9.99145469e+04;-8.78525391e+01
9.99755859e+04;-8.78592758e+01
1.00036625e+05;-8.78677673e+01
1.00097656e+05;-8.78858185e+01
1.00158688e+05;-8.78775635e+01
1.00219727e+05;-8.78809357e+01
1.00280766e+05;-8.79120331e+01
1.00341797e+05;-8.79425507e+01
1.00402828e+05;-8.79519882e+01
1.00463867e+05;-8.79513702e+01
1.00524906e+05;-8.79649506e+01
1.00585938e+05;-8.78672791e+01
1.01562500e+05;-8.78193283e+01
1.02539062e+05;-8.77531738e+01
1.03515625e+05;-8.77150421e+01
1.04492188e+05;-8.76649857e+01
1.05468750e+05;-8.76183319e+01
1.06445312e+05;-8.75741119e+01
1.07421875e+05;-8.75451584e+01
1.08398438e+05;-8.75262451e+01
1.09375000e+05;-8.74986038e+01
1.10351562e+05;-8.74769592e+01
1.11328125e+05;-8.74596176e+01
1.12304688e+05;-8.75225067e+01
1.13281250e+05;-8.62732162e+01
1.14257812e+05;-7.70236130e+01
1.15234375e+05;-7.33544769e+01
1.16210938e+05;-7.80564651e+01
1.17187500e+05;-8.67660522e+01
1.18164062e+05;-8.74772644e+01
1.19140625e+05;-8.74152527e+01
1.20117188e+05;-8.73880463e+01
1.21093750e+05;-8.73518524e+01
1.22070312e+05;-8.73482895e+01
1.23046875e+05;-8.73660583e+01
1.24023438e+05;-8.73934021e+01
1.25000000e+05;-8.74174500e+01
1.25976562e+05;-8.74306793e+01
1.26953125e+05;-8.74123459e+01
1.27929688e+05;-8.73622589e+01
1.28906250e+05;-8.73480606e+01
1.29882812e+05;-8.73561478e+01
1.30859375e+05;-8.73498840e+01
1.31835938e+05;-8.73147202e+01
1.32812500e+05;-8.72799225e+01
1.33789062e+05;-8.72386703e+01
1.34765625e+05;-8.71992874e+01
1.35742188e+05;-8.71802521e+01
1.36718750e+05;-8.71818390e+01
1.37695312e+05;-8.71720734e+01
1.38671875e+05;-8.71248398e+01
1.39648438e+05;-8.70722885e+01
1.40625000e+05;-8.70398026e+01
1.41601562e+05;-8.69798965e+01
1.42578125e+05;-8.69191055e+01
1.43554688e+05;-8.68941116e+01
1.44531250e+05;-8.67753143e+01
1.45507812e+05;-8.64043045e+01
1.46484375e+05;-8.61660156e+01
1.47460938e+05;-8.61457214e+01
1.48437500e+05;-8.61619339e+01
1.49414062e+05;-8.61695404e+01
1.50390625e+05;-8.62279434e+01
1.51367188e+05;-8.62959671e+01
1.52343750e+05;-8.63189392e+01
1.53320312e+05;-8.64104309e+01
1.54296875e+05;-8.67815857e+01
1.55273438e+05;-8.70817719e+01
1.56250000e+05;-8.71418381e+01
1.57226562e+05;-8.71341629e+01
1.58203125e+05;-8.71322327e+01
1.59179688e+05;-8.70978317e+01
1.60156250e+05;-8.70824051e+01
1.61132812e+05;-8.70944443e+01
1.62109375e+05;-8.71026764e+01
1.63085938e+05;-8.71031876e+01
1.64062500e+05;-8.71062164e+01
1.65039062e+05;-8.71106796e+01
1.66015625e+05;-8.71357956e+01
1.66992188e+05;-8.71570816e+01
1.67968750e+05;-8.71443100e+01
1.68945312e+05;-8.71170349e+01
1.69921875e+05;-8.71088486e+01
1.70898438e+05;-8.71251602e+01
1.71875000e+05;-8.71372452e+01
1.72851562e+05;-8.71255264e+01
1.73828125e+05;-8.71235733e+01
1.74804688e+05;-8.71034393e+01
1.75781250e+05;-8.70848618e+01
1.76757812e+05;-8.71349869e+01
1.77734375e+05;-8.71817398e+01
1.78710938e+05;-8.71964111e+01
1.79687500e+05;-8.72106705e+01
1.80664062e+05;-8.72264557e+01
1.81640625e+05;-8.72365570e+01
1.82617188e+05;-8.72414398e+01
1.83593750e+05;-8.72713547e+01
1.84570312e+05;-8.72945175e+01
1.85546875e+05;-8.72794952e+01
1.86523438e+05;-8.72636719e+01
1.87500000e+05;-8.72644119e+01
1.88476562e+05;-8.72567978e+01
1.89453125e+05;-8.72109604e+01
1.90429688e+05;-8.71956482e+01
1.91406250e+05;-8.72075653e+01
1.92382812e+05;-8.72103271e+01
1.93359375e+05;-8.72320786e+01
1.94335938e+05;-8.72470703e+01
1.95312500e+05;-8.72748718e+01
1.96289062e+05;-8.73117218e+01
1.97265625e+05;-8.73195190e+01
1.98242188e+05;-8.73515625e+01
1.99218750e+05;-8.73638306e+01
2.00195312e+05;-8.73578033e+01
2.01171875e+05;-8.73721542e+01
2.02148438e+05;-8.73924103e+01
2.03125000e+05;-8.74125519e+01
2.04101562e+05;-8.74280930e+01
2.05078125e+05;-8.74219055e+01
2.06054688e+05;-8.74330292e+01
2.07031250e+05;-8.74368362e+01
2.08007812e+05;-8.74243622e+01
2.08984375e+05;-8.74275436e+01
2.09960938e+05;-8.74414062e+01
2.10937500e+05;-8.74448853e+01
2.11914062e+05;-8.74460220e+01
2.12890625e+05;-8.74354095e+01
2.13867188e+05;-8.74120483e+01
2.14843750e+05;-8.74019547e+01
2.15820312e+05;-8.74198456e+01
2.16796875e+05;-8.74698563e+01
2.17773438e+05;-8.75197830e+01
2.18750000e+05;-8.75384064e+01
2.19726562e+05;-8.75276489e+01
2.20703125e+05;-8.75114594e+01
2.21679688e+05;-8.75169983e+01
2.22656250e+05;-8.75606155e+01
2.23632812e+05;-8.75943146e+01
2.24609375e+05;-8.76166306e+01
2.25585938e+05;-8.76227264e+01
2.26562500e+05;-8.76145859e+01
2.27539062e+05;-8.76190033e+01
2.28515625e+05;-8.67049637e+01
2.29492188e+05;-8.04982986e+01
2.30468750e+05;-7.79340897e+01
2.31445312e+05;-8.26502914e+01
2.32421875e+05;-8.75471954e+01
2.33398438e+05;-8.78344040e+01
2.34375000e+05;-8.77730865e+01
2.35351562e+05;-8.76897583e+01
2.36328125e+05;-8.77699585e+01
2.37304688e+05;-8.77923889e+01
2.38281250e+05;-8.78253708e+01
2.39257812e+05;-8.78595200e+01
2.40234375e+05;-8.78993988e+01
2.41210938e+05;-8.79367752e+01
2.42187500e+05;-8.79605637e+01
2.43164062e+05;-8.79410172e+01
2.44140625e+05;-8.79198761e+01
2.45117188e+05;-8.79393997e+01
2.46093750e+05;-8.79687042e+01
2.47070312e+05;-8.79684372e+01
2.48046875e+05;-8.79513702e+01
2.49023438e+05;-8.79495163e+01
2.50000000e+05;-8.79400101e+01
2.50976562e+05;-8.79451599e+01
2.51953125e+05;-8.79773483e+01
2.52929688e+05;-8.80064774e+01
2.53906250e+05;-8.80252304e+01
2.54882812e+05;-8.80155487e+01
2.55859375e+05;-8.80321198e+01
2.56835938e+05;-8.80847015e+01
2.57812500e+05;-8.80988693e+01
2.58789062e+05;-8.81021347e+01
2.59765625e+05;-8.81150818e+01
2.60742188e+05;-8.81406174e+01
2.61718750e+05;-8.81774139e+01
2.62695312e+05;-8.82025528e+01
2.63671875e+05;-8.82104874e+01
2.64648438e+05;-8.82164230e+01
2.65625000e+05;-8.82295990e+01
2.66601562e+05;-8.82523804e+01
2.67578125e+05;-8.82818069e+01
2.68554688e+05;-8.82911072e+01
2.69531250e+05;-8.82688141e+01
2.70507812e+05;-8.82412643e+01
2.71484375e+05;-8.82095108e+01
2.72460938e+05;-8.82022018e+01
2.73437500e+05;-8.81951447e+01
2.74414062e+05;-8.81649017e+01
2.75390625e+05;-8.81359711e+01
2.76367188e+05;-8.81417618e+01
2.77343750e+05;-8.81559448e+01
2.78320312e+05;-8.81813507e+01
2.79296875e+05;-8.82346420e+01
2.80273438e+05;-8.83019028e+01
2.81250000e+05;-8.83438644e+01
2.82226562e+05;-8.83661041e+01
2.83203125e+05;-8.83894730e+01
2.84179688e+05;-8.84265594e+01
