; Pulse saved with RP Fiber Power
; Domain: time.
;
; t1 = -2.994140625e-12
; t2 = 3e-12
; dt = 5.859375e-15
; lambda_ref = 1.542e-6
;
; Data: t (s), Re(A) (sqrt(W)), Im(A) (sqrt(W)):
-1.224609375e-12, 19.04040742, -2.885696902
-1.21875e-12, 19.20245078, -1.429650983
-1.212890625e-12, 19.25182143, 0.02680097865
-1.20703125e-12, 19.18997867, 1.474894053
-1.201171875e-12, 19.01905162, 2.906135617
-1.1953125e-12, 18.74180286, 4.312354913
-1.189453125e-12, 18.36158901, 5.685747835
-1.18359375e-12, 17.88231857, 7.018916697
-1.177734375e-12, 17.30840739, 8.304904981
-1.171875e-12, 16.64473216, 9.537227268
-1.166015625e-12, 15.89658225, 10.70989466
-1.16015625e-12, 15.06961041, 11.81743598
-1.154296875e-12, 14.16978282, 12.8549149
-1.1484375e-12, 13.20332915, 13.81794296
-1.142578125e-12, 12.17669307, 14.70268842
-1.13671875e-12, 11.09648386, 15.50588073
-1.130859375e-12, 9.96942926, 16.22481071
-1.125e-12, 8.802329951, 16.8573265
-1.119140625e-12, 7.602015555, 17.4018257
-1.11328125e-12, 6.375302238, 17.85724407
-1.107421875e-12, 5.12895195, 18.22304128
-1.1015625e-12, 3.869633447, 18.49918398
-1.095703125e-12, 2.603885412, 18.68612671
-1.08984375e-12, 1.338082029, 18.78479063
-1.083984375e-12, 0.07840140015, 18.7965404
-1.078125e-12, -1.169202952, 18.72315943
-1.072265625e-12, -2.39902741, 18.56682345
-1.06640625e-12, -3.605640528, 18.33007277
-1.060546875e-12, -4.783902477, 18.01578333
-1.0546875e-12, -5.928981956, 17.62713664
-1.048828125e-12, -7.036370764, 17.1675891
-1.04296875e-12, -8.101896123, 16.64084083
-1.037109375e-12, -9.121730686, 16.05080465
-1.03125e-12, -10.09240008, 15.40157551
-1.025390625e-12, -11.01078781, 14.69740076
-1.01953125e-12, -11.87413754, 13.9426514
-1.013671875e-12, -12.68005263, 13.14179425
-1.0078125e-12, -13.42649332, 12.29936496
-1.001953125e-12, -14.11177172, 11.41994167
-996.09375e-15, -14.73454501, 10.5081191
-990.234375e-15, -15.29380717, 9.568483548
-984.375e-15, -15.78887947, 8.605588661
-978.515625e-15, -16.21939997, 7.623932742
-972.65625e-15, -16.58531211, 6.627937693
-966.796875e-15, -16.88685237, 5.621929916
-960.9375e-15, -17.12453698, 4.610123152
-955.078125e-15, -17.29914768, 3.596603117
-949.21875e-15, -17.41171638, 2.585313698
-943.359375e-15, -17.46350882, 1.580044474
-937.5e-15, -17.45600744, 0.5844194096
-931.640625e-15, -17.39089369, -0.3981133447
-925.78125e-15, -17.27003026, -1.364290496
-919.921875e-15, -17.09544347, -2.311041399
-914.0625e-15, -16.86930625, -3.235494467
-908.203125e-15, -16.59392162, -4.134982074
-902.34375e-15, -16.27170664, -5.007043911
-896.484375e-15, -15.90517671, -5.849428762
-890.625e-15, -15.4969298, -6.660094833
-884.765625e-15, -15.04963087, -7.437208813
-878.90625e-15, -14.56599628, -8.179143912
-873.046875e-15, -14.04877856, -8.884477174
-867.1875e-15, -13.50075189, -9.551986228
-861.328125e-15, -12.9246983, -10.18064559
-855.46875e-15, -12.32339503, -10.76962244
-849.609375e-15, -11.69960272, -11.31827176
-843.75e-15, -11.05605452, -11.82613065
-837.890625e-15, -10.39544592, -12.29291171
-832.03125e-15, -9.720425143, -12.71849573
-826.171875e-15, -9.033584115, -13.10292353
-820.3125e-15, -8.337449945, -13.44638759
-814.453125e-15, -7.634476982, -13.74922353
-808.59375e-15, -6.927039533, -14.0119016
-802.734375e-15, -6.217425353, -14.23501845
-796.875e-15, -5.507830016, -14.41928881
