; Pulse saved with RP Fiber Power
; Domain: time.
;
; t1 = -2.994140625e-12
; t2 = 3e-12
; dt = 5.859375e-15
; lambda_ref = 1.542e-6
;
; Data: t (s), Re(A) (sqrt(W)), Im(A) (sqrt(W)):
-269.53125e-15, 1.08996552, 0.7112578545
-263.671875e-15, 1.075613337, 0.7222274148
-257.8125e-15, 1.061346235, 0.7326554317
-251.953125e-15, 1.047175921, 0.7425523576
-246.09375e-15, 1.033114483, 0.7519297393
-240.234375e-15, 1.019174548, 0.7607996571
-234.375e-15, 1.00536908, 0.7691741795
-228.515625e-15, 0.9917108606, 0.7770649377
-222.65625e-15, 0.9782117751, 0.7844828957
-216.796875e-15, 0.9648821169, 0.7914383518
-210.9375e-15, 0.951730073, 0.7979411765
-205.078125e-15, 0.9387615374, 0.8040012404
-199.21875e-15, 0.9259803022, 0.8096289314
-193.359375e-15, 0.9133885981, 0.8148356076
-187.5e-15, 0.9009878744, 0.8196338165
-181.640625e-15, 0.8887796595, 0.8240371451
-175.78125e-15, 0.8767663236, 0.8280596661
-169.921875e-15, 0.864951581, 0.8317150751
-164.0625e-15, 0.853340625, 0.8350157296
-158.203125e-15, 0.8419398717, 0.8379718592
-152.34375e-15, 0.8307563848, 0.8405911765
-146.484375e-15, 0.8197971371, 0.8428790067
-140.625e-15, 0.8090683122, 0.8448388985
-134.765625e-15, 0.798574838, 0.8464735462
-128.90625e-15, 0.7883202769, 0.847785782
-123.046875e-15, 0.7783070868, 0.8487794085
-117.1875e-15, 0.7685371532, 0.8494597081
-111.328125e-15, 0.7590124033, 0.8498335726
-105.46875e-15, 0.7497352892, 0.8499092872
-99.609375e-15, 0.7407089697, 0.8496960721
-93.75e-15, 0.7319371194, 0.8492035168
-87.890625e-15, 0.723423411, 0.8484410459
-82.03125e-15, 0.7151708138, 0.8474175323
-76.171875e-15, 0.707180897, 0.8461411389
-70.3125e-15, 0.699453315, 0.8446194108
-64.453125e-15, 0.6919855941, 0.8428595796
-58.59375e-15, 0.6847732629, 0.8408689746
-52.734375e-15, 0.6778102986, 0.8386553953
-46.875e-15, 0.6710898087, 0.836227295
-41.015625e-15, 0.6646048336, 0.8335936662
-35.15625e-15, 0.6583491387, 0.8307635966
-29.296875e-15, 0.6523178535, 0.8277455649
-23.4375e-15, 0.6465078269, 0.8245466264
-17.578125e-15, 0.6409176106, 0.8211716888
-11.71875e-15, 0.6355470594, 0.8176230741
-5.859375e-15, 0.6303966441, 0.8139005022
181.4380082e-30, 0.6254666671, 0.8100015385
5.859375e-15, 0.6207566182, 0.805922435
11.71875e-15, 0.6162648745, 0.8016591993
17.578125e-15, 0.6119888395, 0.7972086707
23.4375e-15, 0.6079254631, 0.7925693817
29.296875e-15, 0.6040719523, 0.7877420366
35.15625e-15, 0.6004264148, 0.7827295362
41.015625e-15, 0.596988203, 0.7775365853
46.875e-15, 0.5937578271, 0.7721690242
52.734375e-15, 0.590736441, 0.7666330827
58.59375e-15, 0.5879250277, 0.7609347639
64.453125e-15, 0.5853234797, 0.7550795111
70.3125e-15, 0.5829297846, 0.7490722139
76.171875e-15, 0.5807394853, 0.7429175002
82.03125e-15, 0.5787455219, 0.7366201638
87.890625e-15, 0.5769384844, 0.7301855381
93.75e-15, 0.5753072323, 0.723619641
99.609375e-15, 0.5738397746, 0.7169289889
105.46875e-15, 0.5725242501, 0.7101200733
111.328125e-15, 0.571349825, 0.7031985865
117.1875e-15, 0.5703073315, 0.696168549
123.046875e-15, 0.5693895269, 0.6890315185
128.90625e-15, 0.5685909395, 0.6817860543
134.765625e-15, 0.5679073781, 0.6744275759
140.625e-15, 0.567335267, 0.6669486968
146.484375e-15, 0.5668710215, 0.659340036
152.34375e-15, 0.5665106547, 0.6515914168
158.203125e-15, 0.5662497354, 0.6436932643
164.0625e-15, 0.5660837009, 0.6356379466
169.921875e-15, 0.5660084081, 0.6274207921
175.78125e-15, 0.5660207291, 0.6190405787
181.640625e-15, 0.5661189646, 0.6104994224
187.5e-15, 0.5663028961, 0.6018021554
193.359375e-15, 0.5665733882, 0.5929554086
199.21875e-15, 0.5669315757, 0.5839666772
205.078125e-15, 0.5673777801, 0.5748436027
210.9375e-15, 0.5679103806, 0.5655935958
216.796875e-15, 0.5685248831, 0.5562237886
