; Pulse saved with RP Fiber Power
; Domain: time.
;
; t1 = -2.994140625e-12
; t2 = 3e-12
; dt = 5.859375e-15
; lambda_ref = 1.542e-6
;
; Data: t (s), Re(A) (sqrt(W)), Im(A) (sqrt(W)):
-679.6875e-15, 0.08109685466, -0.02145876043
-673.828125e-15, 0.08265339854, -0.02609039638
-667.96875e-15, 0.08399835295, -0.03092645403
-662.109375e-15, 0.08511349769, -0.03595771535
-656.25e-15, 0.08598055039, -0.04117333621
-650.390625e-15, 0.08658122259, -0.04656085508
-644.53125e-15, 0.08689730356, -0.05210622742
-638.671875e-15, 0.08691077755, -0.0577938692
-632.8125e-15, 0.08660396968, -0.06360669265
-626.953125e-15, 0.08595970693, -0.06952612401
-621.09375e-15, 0.08496147856, -0.07553210375
-615.234375e-15, 0.08359358396, -0.08160307899
-609.375e-15, 0.08184126502, -0.08771600316
-603.515625e-15, 0.07969082886, -0.09384635611
-597.65625e-15, 0.07712977309, -0.09996819036
-591.796875e-15, 0.0741469245, -0.1060541997
-585.9375e-15, 0.07073259629, -0.1120757983
-580.078125e-15, 0.06687875843, -0.1180031974
-574.21875e-15, 0.06257920779, -0.1238054702
-568.359375e-15, 0.05782972099, -0.1294506055
-562.5e-15, 0.0526281765, -0.1349055591
-556.640625e-15, 0.04697464195, -0.1401363191
-550.78125e-15, 0.04087143245, -0.1451079984
-544.921875e-15, 0.03432315475, -0.1497849624
-539.0625e-15, 0.02733675255, -0.1541309899
-533.203125e-15, 0.01992156452, -0.1581094558
-527.34375e-15, 0.01208939652, -0.1616835235
-521.484375e-15, 3.854600887e-3, -0.1648163341
-515.625e-15, -4.765850402e-3, -0.1674711904
-509.765625e-15, -0.01375231068, -0.1696117415
-503.90625e-15, -0.02308242718, -0.1712021783
-498.046875e-15, -0.03273113022, -0.1722074517
-492.1875e-15, -0.04267063159, -0.1725935182
-486.328125e-15, -0.05287041989, -0.1723276068
-480.46875e-15, -0.06329724402, -0.1713784941
-474.609375e-15, -0.07391508463, -0.1697167704
-468.75e-15, -0.08468512276, -0.1673150803
-462.890625e-15, -0.09556572018, -0.1641483328
-457.03125e-15, -0.1065124252, -0.1601938842
-451.171875e-15, -0.1174780123, -0.1554317053
-445.3125e-15, -0.1284125538, -0.1498445468
-439.453125e-15, -0.1392635163, -0.1434181132
-433.59375e-15, -0.1499758689, -0.1361412451
-427.734375e-15, -0.1604921968, -0.1280061052
-421.875e-15, -0.1707528179, -0.1190083552
-416.015625e-15, -0.1806959131, -0.1091473132
-410.15625e-15, -0.1902576806, -0.09842608927
-404.296875e-15, -0.1993725282, -0.08685170253
-398.4375e-15, -0.2079733067, -0.07443519126
-392.578125e-15, -0.215991581, -0.06119172795
-386.71875e-15, -0.2233579246, -0.04714074531
-380.859375e-15, -0.2300022208, -0.03230607227
-375e-15, -0.2358539566, -0.01671606897
-369.140625e-15, -0.2408425028, -403.7454697e-6
-363.28125e-15, -0.2448973849, 0.01659314959
-357.421875e-15, -0.247948553, 0.03423207857
-351.5625e-15, -0.2499266631, 0.0524657022
-345.703125e-15, -0.2507633752, 0.07124189795
-339.84375e-15, -0.2503916675, 0.09050380206
-333.984375e-15, -0.2487461567, 0.1101898724
-328.125e-15, -0.2457634136, 0.130233977
-322.265625e-15, -0.2413822639, 0.1505655213
-316.40625e-15, -0.2355440733, 0.17110963
-310.546875e-15, -0.2281930188, 0.1917873946
-304.6875e-15, -0.2192763577, 0.2125161926
-298.828125e-15, -0.2087447009, 0.2332100686
-292.96875e-15, -0.1965522929, 0.2537801624
-287.109375e-15, -0.1826572901, 0.2741351635
-281.25e-15, -0.1670220268, 0.2941817724
-275.390625e-15, -0.1496132506, 0.3138251566
-269.53125e-15, -0.1304023185, 0.3329693951
-263.671875e-15, -0.1093653535, 0.3515179045
-257.8125e-15, -0.08648336918, 0.3693738426
-251.953125e-15, -0.06174238169, 0.3864404742
-246.09375e-15, -0.03513352779, 0.4026214796
